,Country 1,Country 2,Domain,Suffix
138,Canada,Sweden,17ok,com
139,Canada,Iceland,jalb,de
140,Canada,Iceland,schwarzreport,org
141,Canada,Iceland,globalvoicesonline,org
142,Canada,Iceland,17ok,com
143,Canada,Finland,jalb,de
144,Canada,Finland,schwarzreport,org
145,Canada,Finland,globalvoicesonline,org
146,Canada,Finland,17ok,com
147,Canada,Portugal,jalb,de
148,Canada,Portugal,schwarzreport,org
149,Canada,Portugal,globalvoicesonline,org
150,Canada,Portugal,17ok,com
151,Canada,Denmark,jalb,de
152,Canada,Denmark,schwarzreport,org
153,Canada,Denmark,globalvoicesonline,org
154,Canada,Denmark,17ok,com
155,Canada,Israel,jalb,de
156,Canada,Israel,schwarzreport,org
157,Canada,Israel,globalvoicesonline,org
158,Canada,Israel,17ok,com
159,Canada,Moldova,jalb,de
160,Canada,Moldova,schwarzreport,org
161,Canada,Moldova,globalvoicesonline,org
162,Canada,Moldova,17ok,com
163,Canada,Seychelles,17ok,com
