,Country 1,Country 2,Similarity
261,Estonia,Bulgaria,0.04965793819297004
262,Estonia,Croatia,0.04965793819297004
263,Estonia,Cyprus,0.04965793819297004
264,Estonia,Czech Republic,0.04965793819297004
265,Estonia,Denmark,0.04965793819297004
266,Estonia,Finland,0.04965793819297004
267,Estonia,France,0.04965793819297004
268,Estonia,Germany,0.04965793819297004
269,Estonia,Greece,0.04965793819297004
270,Estonia,Hungary,0.04965793819297004
271,Estonia,Ireland,0.04965793819297004
272,Estonia,Italy,0.04965793819297004
273,Estonia,Latvia,0.04965793819297004
274,Estonia,Lithuania,0.04965793819297004
275,Estonia,Luxembourg,0.04965793819297004
276,Estonia,Malta,0.04965793819297004
277,Estonia,Netherlands,0.04965793819297004
278,Estonia,Poland,0.04965793819297004
279,Estonia,Portugal,0.04965793819297004
280,Estonia,Romania,0.04965793819297004
281,Estonia,Slovakia,0.04965793819297004
282,Estonia,Slovenia,0.04965793819297004
283,Estonia,Spain,0.04965793819297004
284,Estonia,Sweden,0.04965793819297004
285,Estonia,United Kingdom,0.04965793819297004
286,Estonia,Iceland,0.04965793819297004
287,Estonia,Lichtenstein,0.04965793819297004
288,Estonia,Norway,0.04965793819297004
289,Estonia,China,0.0018479201069434615
290,Estonia,India,0.0
291,Estonia,Iraq,0.0
292,Estonia,Pakistan,0.0
293,Estonia,Russia,0.0
294,Estonia,Saudi Arabia,0.0
295,Estonia,United Arab Emirates,0.00011795234725171031
296,Finland,Austria,0.04965793819297004
297,Finland,Belgium,0.04965793819297004
298,Finland,Bulgaria,0.04965793819297004
299,Finland,Croatia,0.04965793819297004
300,Finland,Cyprus,0.04965793819297004
301,Finland,Czech Republic,0.04965793819297004
302,Finland,Denmark,0.04965793819297004
303,Finland,Estonia,0.04965793819297004
304,Finland,France,0.04965793819297004
305,Finland,Germany,0.04965793819297004
306,Finland,Greece,0.04965793819297004
307,Finland,Hungary,0.04965793819297004
308,Finland,Ireland,0.04965793819297004
309,Finland,Italy,0.04965793819297004
310,Finland,Latvia,0.04965793819297004
311,Finland,Lithuania,0.04965793819297004
312,Finland,Luxembourg,0.04965793819297004
313,Finland,Malta,0.04965793819297004
314,Finland,Netherlands,0.04965793819297004
315,Finland,Poland,0.04965793819297004
316,Finland,Portugal,0.04965793819297004
317,Finland,Romania,0.04965793819297004
318,Finland,Slovakia,0.04965793819297004
319,Finland,Slovenia,0.04965793819297004
320,Finland,Spain,0.04965793819297004
321,Finland,Sweden,0.04965793819297004
322,Finland,United Kingdom,0.04965793819297004
323,Finland,Iceland,0.04965793819297004
324,Finland,Lichtenstein,0.04965793819297004
325,Finland,Norway,0.04965793819297004
326,Finland,China,0.0018479201069434615
327,Finland,India,0.0
328,Finland,Iraq,0.0
329,Finland,Pakistan,0.0
330,Finland,Russia,0.0
331,Finland,Saudi Arabia,0.0
332,Finland,United Arab Emirates,0.00011795234725171031
333,France,Austria,0.04965793819297004
334,France,Belgium,0.04965793819297004
335,France,Bulgaria,0.04965793819297004
336,France,Croatia,0.04965793819297004
337,France,Cyprus,0.04965793819297004
338,France,Czech Republic,0.04965793819297004
339,France,Denmark,0.04965793819297004
340,France,Estonia,0.04965793819297004
341,France,Finland,0.04965793819297004
342,France,Germany,0.04965793819297004
343,France,Greece,0.04965793819297004
344,France,Hungary,0.04965793819297004
345,France,Ireland,0.04965793819297004
346,France,Italy,0.04965793819297004
347,France,Latvia,0.04965793819297004
348,France,Lithuania,0.04965793819297004
349,France,Luxembourg,0.04965793819297004
350,France,Malta,0.04965793819297004
351,France,Netherlands,0.04965793819297004
352,France,Poland,0.04965793819297004
353,France,Portugal,0.04965793819297004
354,France,Romania,0.04965793819297004
355,France,Slovakia,0.04965793819297004
356,France,Slovenia,0.04965793819297004
357,France,Spain,0.04965793819297004
358,France,Sweden,0.04965793819297004
359,France,United Kingdom,0.04965793819297004
360,France,Iceland,0.04965793819297004
361,France,Lichtenstein,0.04965793819297004
362,France,Norway,0.04965793819297004
363,France,China,0.0018479201069434615
364,France,India,0.0
365,France,Iraq,0.0
366,France,Pakistan,0.0
367,France,Russia,0.0
368,France,Saudi Arabia,0.0
369,France,United Arab Emirates,0.00011795234725171031
370,Germany,Austria,0.04965793819297004
371,Germany,Belgium,0.04965793819297004
372,Germany,Bulgaria,0.04965793819297004
373,Germany,Croatia,0.04965793819297004
374,Germany,Cyprus,0.04965793819297004
375,Germany,Czech Republic,0.04965793819297004
376,Germany,Denmark,0.04965793819297004
377,Germany,Estonia,0.04965793819297004
378,Germany,Finland,0.04965793819297004
379,Germany,France,0.04965793819297004
380,Germany,Greece,0.04965793819297004
381,Germany,Hungary,0.04965793819297004
382,Germany,Ireland,0.04965793819297004
383,Germany,Italy,0.04965793819297004
384,Germany,Latvia,0.04965793819297004
385,Germany,Lithuania,0.04965793819297004
386,Germany,Luxembourg,0.04965793819297004
387,Germany,Malta,0.04965793819297004
388,Germany,Netherlands,0.04965793819297004
389,Germany,Poland,0.04965793819297004
390,Germany,Portugal,0.04965793819297004
391,Germany,Romania,0.04965793819297004
392,Germany,Slovakia,0.04965793819297004
393,Germany,Slovenia,0.04965793819297004
394,Germany,Spain,0.04965793819297004
395,Germany,Sweden,0.04965793819297004
396,Germany,United Kingdom,0.04965793819297004
397,Germany,Iceland,0.04965793819297004
398,Germany,Lichtenstein,0.04965793819297004
399,Germany,Norway,0.04965793819297004
400,Germany,China,0.0018479201069434615
401,Germany,India,0.0
402,Germany,Iraq,0.0
403,Germany,Pakistan,0.0
404,Germany,Russia,0.0
405,Germany,Saudi Arabia,0.0
406,Germany,United Arab Emirates,0.00011795234725171031
407,Greece,Austria,0.04965793819297004
408,Greece,Belgium,0.04965793819297004
409,Greece,Bulgaria,0.04965793819297004
410,Greece,Croatia,0.04965793819297004
411,Greece,Cyprus,0.04965793819297004
412,Greece,Czech Republic,0.04965793819297004
413,Greece,Denmark,0.04965793819297004
414,Greece,Estonia,0.04965793819297004
415,Greece,Finland,0.04965793819297004
416,Greece,France,0.04965793819297004
417,Greece,Germany,0.04965793819297004
418,Greece,Hungary,0.04965793819297004
419,Greece,Ireland,0.04965793819297004
420,Greece,Italy,0.04965793819297004
421,Greece,Latvia,0.04965793819297004
422,Greece,Lithuania,0.04965793819297004
423,Greece,Luxembourg,0.04965793819297004
424,Greece,Malta,0.04965793819297004
425,Greece,Netherlands,0.04965793819297004
426,Greece,Poland,0.04965793819297004
427,Greece,Portugal,0.04965793819297004
428,Greece,Romania,0.04965793819297004
429,Greece,Slovakia,0.04965793819297004
430,Greece,Slovenia,0.04965793819297004
431,Greece,Spain,0.04965793819297004
432,Greece,Sweden,0.04965793819297004
433,Greece,United Kingdom,0.04965793819297004
434,Greece,Iceland,0.04965793819297004
435,Greece,Lichtenstein,0.04965793819297004
436,Greece,Norway,0.04965793819297004
437,Greece,China,0.0018479201069434615
438,Greece,India,0.0
439,Greece,Iraq,0.0
440,Greece,Pakistan,0.0
441,Greece,Russia,0.0
442,Greece,Saudi Arabia,0.0
443,Greece,United Arab Emirates,0.00011795234725171031
444,Hungary,Austria,0.04965793819297004
445,Hungary,Belgium,0.04965793819297004
446,Hungary,Bulgaria,0.04965793819297004
447,Hungary,Croatia,0.04965793819297004
448,Hungary,Cyprus,0.04965793819297004
449,Hungary,Czech Republic,0.04965793819297004
450,Hungary,Denmark,0.04965793819297004
451,Hungary,Estonia,0.04965793819297004
452,Hungary,Finland,0.04965793819297004
453,Hungary,France,0.04965793819297004
454,Hungary,Germany,0.04965793819297004
455,Hungary,Greece,0.04965793819297004
456,Hungary,Ireland,0.04965793819297004
457,Hungary,Italy,0.04965793819297004
458,Hungary,Latvia,0.04965793819297004
459,Hungary,Lithuania,0.04965793819297004
460,Hungary,Luxembourg,0.04965793819297004
461,Hungary,Malta,0.04965793819297004
462,Hungary,Netherlands,0.04965793819297004
463,Hungary,Poland,0.04965793819297004
464,Hungary,Portugal,0.04965793819297004
465,Hungary,Romania,0.04965793819297004
466,Hungary,Slovakia,0.04965793819297004
467,Hungary,Slovenia,0.04965793819297004
468,Hungary,Spain,0.04965793819297004
469,Hungary,Sweden,0.04965793819297004
470,Hungary,United Kingdom,0.04965793819297004
471,Hungary,Iceland,0.04965793819297004
472,Hungary,Lichtenstein,0.04965793819297004
473,Hungary,Norway,0.04965793819297004
474,Hungary,China,0.0018479201069434615
475,Hungary,India,0.0
476,Hungary,Iraq,0.0
477,Hungary,Pakistan,0.0
478,Hungary,Russia,0.0
479,Hungary,Saudi Arabia,0.0
480,Hungary,United Arab Emirates,0.00011795234725171031
481,Ireland,Austria,0.04965793819297004
482,Ireland,Belgium,0.04965793819297004
483,Ireland,Bulgaria,0.04965793819297004
484,Ireland,Croatia,0.04965793819297004
485,Ireland,Cyprus,0.04965793819297004
486,Ireland,Czech Republic,0.04965793819297004
487,Ireland,Denmark,0.04965793819297004
488,Ireland,Estonia,0.04965793819297004
489,Ireland,Finland,0.04965793819297004
490,Ireland,France,0.04965793819297004
491,Ireland,Germany,0.04965793819297004
492,Ireland,Greece,0.04965793819297004
493,Ireland,Hungary,0.04965793819297004
494,Ireland,Italy,0.04965793819297004
495,Ireland,Latvia,0.04965793819297004
496,Ireland,Lithuania,0.04965793819297004
497,Ireland,Luxembourg,0.04965793819297004
498,Ireland,Malta,0.04965793819297004
499,Ireland,Netherlands,0.04965793819297004
500,Ireland,Poland,0.04965793819297004
501,Ireland,Portugal,0.04965793819297004
502,Ireland,Romania,0.04965793819297004
503,Ireland,Slovakia,0.04965793819297004
504,Ireland,Slovenia,0.04965793819297004
505,Ireland,Spain,0.04965793819297004
506,Ireland,Sweden,0.04965793819297004
507,Ireland,United Kingdom,0.04965793819297004
508,Ireland,Iceland,0.04965793819297004
509,Ireland,Lichtenstein,0.04965793819297004
510,Ireland,Norway,0.04965793819297004
511,Ireland,China,0.0018479201069434615
512,Ireland,India,0.0
513,Ireland,Iraq,0.0
514,Ireland,Pakistan,0.0
515,Ireland,Russia,0.0
516,Ireland,Saudi Arabia,0.0
517,Ireland,United Arab Emirates,0.00011795234725171031
518,Italy,Austria,0.04965793819297004
519,Italy,Belgium,0.04965793819297004
520,Italy,Bulgaria,0.04965793819297004
521,Italy,Croatia,0.04965793819297004
522,Italy,Cyprus,0.04965793819297004
523,Italy,Czech Republic,0.04965793819297004
524,Italy,Denmark,0.04965793819297004
525,Italy,Estonia,0.04965793819297004
526,Italy,Finland,0.04965793819297004
527,Italy,France,0.04965793819297004
528,Italy,Germany,0.04965793819297004
529,Italy,Greece,0.04965793819297004
530,Italy,Hungary,0.04965793819297004
531,Italy,Ireland,0.04965793819297004
532,Italy,Latvia,0.04965793819297004
533,Italy,Lithuania,0.04965793819297004
534,Italy,Luxembourg,0.04965793819297004
535,Italy,Malta,0.04965793819297004
536,Italy,Netherlands,0.04965793819297004
537,Italy,Poland,0.04965793819297004
538,Italy,Portugal,0.04965793819297004
539,Italy,Romania,0.04965793819297004
540,Italy,Slovakia,0.04965793819297004
541,Italy,Slovenia,0.04965793819297004
542,Italy,Spain,0.04965793819297004
543,Italy,Sweden,0.04965793819297004
544,Italy,United Kingdom,0.04965793819297004
545,Italy,Iceland,0.04965793819297004
546,Italy,Lichtenstein,0.04965793819297004
547,Italy,Norway,0.04965793819297004
548,Italy,China,0.0018479201069434615
549,Italy,India,0.0
550,Italy,Iraq,0.0
551,Italy,Pakistan,0.0
552,Italy,Russia,0.0
553,Italy,Saudi Arabia,0.0
554,Italy,United Arab Emirates,0.00011795234725171031
555,Latvia,Austria,0.04965793819297004
556,Latvia,Belgium,0.04965793819297004
557,Latvia,Bulgaria,0.04965793819297004
558,Latvia,Croatia,0.04965793819297004
559,Latvia,Cyprus,0.04965793819297004
560,Latvia,Czech Republic,0.04965793819297004
561,Latvia,Denmark,0.04965793819297004
562,Latvia,Estonia,0.04965793819297004
563,Latvia,Finland,0.04965793819297004
564,Latvia,France,0.04965793819297004
565,Latvia,Germany,0.04965793819297004
566,Latvia,Greece,0.04965793819297004
567,Latvia,Hungary,0.04965793819297004
568,Latvia,Ireland,0.04965793819297004
569,Latvia,Italy,0.04965793819297004
570,Latvia,Lithuania,0.04965793819297004
571,Latvia,Luxembourg,0.04965793819297004
572,Latvia,Malta,0.04965793819297004
573,Latvia,Netherlands,0.04965793819297004
574,Latvia,Poland,0.04965793819297004
575,Latvia,Portugal,0.04965793819297004
576,Latvia,Romania,0.04965793819297004
577,Latvia,Slovakia,0.04965793819297004
578,Latvia,Slovenia,0.04965793819297004
579,Latvia,Spain,0.04965793819297004
580,Latvia,Sweden,0.04965793819297004
581,Latvia,United Kingdom,0.04965793819297004
582,Latvia,Iceland,0.04965793819297004
583,Latvia,Lichtenstein,0.04965793819297004
584,Latvia,Norway,0.04965793819297004
585,Latvia,China,0.0018479201069434615
586,Latvia,India,0.0
587,Latvia,Iraq,0.0
588,Latvia,Pakistan,0.0
589,Latvia,Russia,0.0
590,Latvia,Saudi Arabia,0.0
591,Latvia,United Arab Emirates,0.00011795234725171031
592,Lithuania,Austria,0.04965793819297004
593,Lithuania,Belgium,0.04965793819297004
594,Lithuania,Bulgaria,0.04965793819297004
595,Lithuania,Croatia,0.04965793819297004
596,Lithuania,Cyprus,0.04965793819297004
597,Lithuania,Czech Republic,0.04965793819297004
598,Lithuania,Denmark,0.04965793819297004
599,Lithuania,Estonia,0.04965793819297004
600,Lithuania,Finland,0.04965793819297004
601,Lithuania,France,0.04965793819297004
602,Lithuania,Germany,0.04965793819297004
603,Lithuania,Greece,0.04965793819297004
604,Lithuania,Hungary,0.04965793819297004
605,Lithuania,Ireland,0.04965793819297004
606,Lithuania,Italy,0.04965793819297004
607,Lithuania,Latvia,0.04965793819297004
608,Lithuania,Luxembourg,0.04965793819297004
609,Lithuania,Malta,0.04965793819297004
610,Lithuania,Netherlands,0.04965793819297004
611,Lithuania,Poland,0.04965793819297004
612,Lithuania,Portugal,0.04965793819297004
613,Lithuania,Romania,0.04965793819297004
614,Lithuania,Slovakia,0.04965793819297004
615,Lithuania,Slovenia,0.04965793819297004
616,Lithuania,Spain,0.04965793819297004
617,Lithuania,Sweden,0.04965793819297004
618,Lithuania,United Kingdom,0.04965793819297004
619,Lithuania,Iceland,0.04965793819297004
620,Lithuania,Lichtenstein,0.04965793819297004
621,Lithuania,Norway,0.04965793819297004
622,Lithuania,China,0.0018479201069434615
623,Lithuania,India,0.0
624,Lithuania,Iraq,0.0
625,Lithuania,Pakistan,0.0
626,Lithuania,Russia,0.0
627,Lithuania,Saudi Arabia,0.0
628,Lithuania,United Arab Emirates,0.00011795234725171031
629,Luxembourg,Austria,0.04965793819297004
630,Luxembourg,Belgium,0.04965793819297004
631,Luxembourg,Bulgaria,0.04965793819297004
632,Luxembourg,Croatia,0.04965793819297004
633,Luxembourg,Cyprus,0.04965793819297004
634,Luxembourg,Czech Republic,0.04965793819297004
635,Luxembourg,Denmark,0.04965793819297004
636,Luxembourg,Estonia,0.04965793819297004
637,Luxembourg,Finland,0.04965793819297004
638,Luxembourg,France,0.04965793819297004
639,Luxembourg,Germany,0.04965793819297004
640,Luxembourg,Greece,0.04965793819297004
641,Luxembourg,Hungary,0.04965793819297004
642,Luxembourg,Ireland,0.04965793819297004
643,Luxembourg,Italy,0.04965793819297004
644,Luxembourg,Latvia,0.04965793819297004
645,Luxembourg,Lithuania,0.04965793819297004
646,Luxembourg,Malta,0.04965793819297004
647,Luxembourg,Netherlands,0.04965793819297004
648,Luxembourg,Poland,0.04965793819297004
649,Luxembourg,Portugal,0.04965793819297004
650,Luxembourg,Romania,0.04965793819297004
651,Luxembourg,Slovakia,0.04965793819297004
652,Luxembourg,Slovenia,0.04965793819297004
653,Luxembourg,Spain,0.04965793819297004
654,Luxembourg,Sweden,0.04965793819297004
655,Luxembourg,United Kingdom,0.04965793819297004
656,Luxembourg,Iceland,0.04965793819297004
657,Luxembourg,Lichtenstein,0.04965793819297004
658,Luxembourg,Norway,0.04965793819297004
659,Luxembourg,China,0.0018479201069434615
660,Luxembourg,India,0.0
661,Luxembourg,Iraq,0.0
662,Luxembourg,Pakistan,0.0
663,Luxembourg,Russia,0.0
664,Luxembourg,Saudi Arabia,0.0
665,Luxembourg,United Arab Emirates,0.00011795234725171031
666,Malta,Austria,0.04965793819297004
667,Malta,Belgium,0.04965793819297004
668,Malta,Bulgaria,0.04965793819297004
669,Malta,Croatia,0.04965793819297004
670,Malta,Cyprus,0.04965793819297004
671,Malta,Czech Republic,0.04965793819297004
672,Malta,Denmark,0.04965793819297004
673,Malta,Estonia,0.04965793819297004
674,Malta,Finland,0.04965793819297004
675,Malta,France,0.04965793819297004
676,Malta,Germany,0.04965793819297004
677,Malta,Greece,0.04965793819297004
678,Malta,Hungary,0.04965793819297004
679,Malta,Ireland,0.04965793819297004
680,Malta,Italy,0.04965793819297004
