,0,1,2
271,https://www.onlineathens.com,New Delhi,Y
272,https://www.onlineathens.com,Beijing,Y
273,https://www.onlineathens.com,Brussels,N
274,https://www.onlineathens.com,Berlin,N
275,https://www.onlineathens.com,Göteborg,N
276,https://www.onlineathens.com,Dublin,N
277,https://www.onlineathens.com,Edinburgh,N
278,https://www.onlineathens.com,Haarlem,N
279,https://www.onlineathens.com,Hamburg,N
280,https://www.onlineathens.com,Amsterdam,N
281,https://www.onlineathens.com,Eindhoven,N
282,https://www.onlineathens.com,Groningen,N
283,https://www.onlineathens.com,Leipzig,N
284,https://www.onlineathens.com,Frankfurt,N
285,https://www.onlineathens.com,Lelystad,N
286,https://www.onlineathens.com,London,N
287,https://www.onlineathens.com,Rome,N
288,https://www.onlineathens.com,Prague,N
289,https://www.onlineathens.com,Palermo,N
290,https://www.onlineathens.com,Salzburg,N
291,https://www.onlineathens.com,Milan,N
292,https://www.onlineathens.com,Lille,N
293,https://www.onlineathens.com,Oslo,N
294,https://www.onlineathens.com,Paris,N
295,https://www.athensreview.com,Toronto,Y
296,https://www.athensreview.com,New York,Y
297,https://www.athensreview.com,Seattle,Y
298,https://www.athensreview.com,Los Angeles,Y
299,https://www.athensreview.com,Tampa,Y
300,https://www.athensreview.com,Vancouver,Y
301,https://www.athensreview.com,San Diego,Y
302,https://www.athensreview.com,Brussels,Y
303,https://www.athensreview.com,Honolulu,Y
304,https://www.athensreview.com,Guadalajara,Y
305,https://www.athensreview.com,Tokyo,Y
306,https://www.athensreview.com,Hong Kong,Y
307,https://www.athensreview.com,Buenos Aires,Y
308,https://www.athensreview.com,New Delhi,Y
309,https://www.athensreview.com,São Paulo,Y
310,https://www.athensreview.com,Singapore,Y
311,https://www.athensreview.com,Tel Aviv,Y
312,https://www.athensreview.com,Jakarta,Y
313,https://www.athensreview.com,Seoul,Y
314,https://www.athensreview.com,Sydney,Y
315,https://www.athensreview.com,Auckland,Y
316,https://www.athensreview.com,Beijing,Y
317,https://www.athensreview.com,Dublin,N
318,https://www.athensreview.com,Eindhoven,N
319,https://www.athensreview.com,Berlin,N
320,https://www.athensreview.com,Amsterdam,N
321,https://www.athensreview.com,Edinburgh,N
322,https://www.athensreview.com,Haarlem,N
323,https://www.athensreview.com,Göteborg,N
324,https://www.athensreview.com,Frankfurt,N
325,https://www.athensreview.com,Groningen,N
326,https://www.athensreview.com,Hamburg,N
327,https://www.athensreview.com,Leipzig,N
328,https://www.athensreview.com,Lelystad,N
329,https://www.athensreview.com,Lille,N
330,https://www.athensreview.com,Paris,N
331,https://www.athensreview.com,London,N
332,https://www.athensreview.com,Oslo,N
333,https://www.athensreview.com,Palermo,N
334,https://www.athensreview.com,Milan,N
335,https://www.athensreview.com,Prague,N
336,https://www.athensreview.com,Rome,N
337,https://www.athensreview.com,Salzburg,N
338,https://www.atlanticcityweekly.com,Toronto,Y
339,https://www.atlanticcityweekly.com,New York,Y
340,https://www.atlanticcityweekly.com,Seattle,Y
341,https://www.atlanticcityweekly.com,Tampa,Y
342,https://www.atlanticcityweekly.com,Los Angeles,Y
343,https://www.atlanticcityweekly.com,Vancouver,Y
344,https://www.atlanticcityweekly.com,Honolulu,Y
345,https://www.atlanticcityweekly.com,Tel Aviv,Y
346,https://www.atlanticcityweekly.com,Tokyo,Y
347,https://www.atlanticcityweekly.com,Hong Kong,Y
348,https://www.atlanticcityweekly.com,Jakarta,Y
349,https://www.atlanticcityweekly.com,Singapore,Y
350,https://www.atlanticcityweekly.com,New Delhi,Y
351,https://www.atlanticcityweekly.com,Sydney,Y
352,https://www.atlanticcityweekly.com,Seoul,Y
353,https://www.atlanticcityweekly.com,São Paulo,Y
354,https://www.atlanticcityweekly.com,Guadalajara,Y
355,https://www.atlanticcityweekly.com,Buenos Aires,Y
356,https://www.atlanticcityweekly.com,Beijing,Y
357,https://www.atlanticcityweekly.com,Haarlem,N
358,https://www.atlanticcityweekly.com,Amsterdam,N
359,https://www.atlanticcityweekly.com,Hamburg,N
360,https://www.atlanticcityweekly.com,London,N
361,https://www.atlanticcityweekly.com,Dublin,N
362,https://www.atlanticcityweekly.com,Edinburgh,N
363,https://www.atlanticcityweekly.com,Göteborg,N
364,https://www.atlanticcityweekly.com,Groningen,N
365,https://www.atlanticcityweekly.com,Brussels,N
366,https://www.atlanticcityweekly.com,Berlin,N
367,https://www.atlanticcityweekly.com,Eindhoven,N
368,https://www.atlanticcityweekly.com,Frankfurt,N
369,https://www.atlanticcityweekly.com,Leipzig,N
370,https://www.atlanticcityweekly.com,Lille,N
371,https://www.atlanticcityweekly.com,Lelystad,N
372,https://www.atlanticcityweekly.com,Oslo,N
373,https://www.atlanticcityweekly.com,Milan,N
374,https://www.atlanticcityweekly.com,Paris,N
375,https://www.atlanticcityweekly.com,Rome,N
376,https://www.atlanticcityweekly.com,Prague,N
377,https://www.atlanticcityweekly.com,Palermo,N
378,https://www.atlanticcityweekly.com,Salzburg,N
379,http://www.auburnjournal.com,Los Angeles,Y
380,http://www.auburnjournal.com,New York,Y
381,http://www.auburnjournal.com,Toronto,Y
382,http://www.auburnjournal.com,Tampa,Y
383,http://www.auburnjournal.com,Vancouver,Y
384,http://www.auburnjournal.com,Guadalajara,Y
385,http://www.auburnjournal.com,Seattle,Y
386,http://www.auburnjournal.com,Lelystad,Y
387,http://www.auburnjournal.com,Honolulu,Y
388,http://www.auburnjournal.com,Groningen,Y
389,http://www.auburnjournal.com,Paris,Y
390,http://www.auburnjournal.com,Amsterdam,Y
391,http://www.auburnjournal.com,Frankfurt,Y
392,http://www.auburnjournal.com,Brussels,Y
393,http://www.auburnjournal.com,London,Y
394,http://www.auburnjournal.com,Edinburgh,Y
395,http://www.auburnjournal.com,Haarlem,Y
396,http://www.auburnjournal.com,Lille,Y
397,http://www.auburnjournal.com,Eindhoven,Y
398,http://www.auburnjournal.com,Berlin,Y
399,http://www.auburnjournal.com,Hamburg,Y
400,http://www.auburnjournal.com,Prague,Y
401,http://www.auburnjournal.com,Milan,Y
402,http://www.auburnjournal.com,Oslo,Y
403,http://www.auburnjournal.com,Salzburg,Y
404,http://www.auburnjournal.com,Göteborg,Y
405,http://www.auburnjournal.com,Dublin,Y
406,http://www.auburnjournal.com,Tokyo,Y
407,http://www.auburnjournal.com,Leipzig,Y
408,http://www.auburnjournal.com,Palermo,Y
409,http://www.auburnjournal.com,Rome,Y
410,http://www.auburnjournal.com,Hong Kong,Y
411,http://www.auburnjournal.com,São Paulo,Y
412,http://www.auburnjournal.com,Tel Aviv,Y
413,http://www.auburnjournal.com,Singapore,Y
414,http://www.auburnjournal.com,Seoul,Y
415,http://www.auburnjournal.com,Sydney,Y
416,http://www.auburnjournal.com,Jakarta,Y
417,http://www.auburnjournal.com,New Delhi,Y
418,http://www.auburnjournal.com,Buenos Aires,Y
419,http://www.auburnjournal.com,Beijing,N
420,http://www.augustagazette.com,Toronto,Y
421,http://www.augustagazette.com,New York,Y
422,http://www.augustagazette.com,Tampa,Y
423,http://www.augustagazette.com,Los Angeles,Y
424,http://www.augustagazette.com,Guadalajara,Y
425,http://www.augustagazette.com,Vancouver,Y
426,http://www.augustagazette.com,Seattle,Y
427,http://www.augustagazette.com,Honolulu,Y
428,http://www.augustagazette.com,Tel Aviv,Y
429,http://www.augustagazette.com,Tokyo,Y
430,http://www.augustagazette.com,Auckland,Y
431,http://www.augustagazette.com,Sydney,Y
432,http://www.augustagazette.com,Hong Kong,Y
433,http://www.augustagazette.com,Singapore,Y
434,http://www.augustagazette.com,Jakarta,Y
435,http://www.augustagazette.com,São Paulo,Y
436,http://www.augustagazette.com,Buenos Aires,Y
437,http://www.augustagazette.com,Seoul,Y
438,http://www.augustagazette.com,New Delhi,Y
439,http://www.augustagazette.com,Beijing,Y
440,http://www.augustagazette.com,Brussels,N
441,http://www.augustagazette.com,Berlin,N
442,http://www.augustagazette.com,Groningen,N
443,http://www.augustagazette.com,Edinburgh,N
444,http://www.augustagazette.com,Amsterdam,N
445,http://www.augustagazette.com,Dublin,N
446,http://www.augustagazette.com,Frankfurt,N
447,http://www.augustagazette.com,Lille,N
448,http://www.augustagazette.com,Hamburg,N
449,http://www.augustagazette.com,Lelystad,N
450,http://www.augustagazette.com,Eindhoven,N
451,http://www.augustagazette.com,Göteborg,N
452,http://www.augustagazette.com,Leipzig,N
453,http://www.augustagazette.com,Haarlem,N
454,http://www.augustagazette.com,Rome,N
455,http://www.augustagazette.com,Paris,N
456,http://www.augustagazette.com,Palermo,N
457,http://www.augustagazette.com,Salzburg,N
458,http://www.augustagazette.com,Oslo,N
459,http://www.augustagazette.com,Prague,N
460,http://www.augustagazette.com,Milan,N
461,http://www.augustagazette.com,London,N
462,http://www.auroraadvertiser.net,Toronto,Y
463,http://www.auroraadvertiser.net,Vancouver,Y
464,http://www.auroraadvertiser.net,Tampa,Y
465,http://www.auroraadvertiser.net,New York,Y
466,http://www.auroraadvertiser.net,Los Angeles,Y
467,http://www.auroraadvertiser.net,Guadalajara,Y
468,http://www.auroraadvertiser.net,Seattle,Y
469,http://www.auroraadvertiser.net,Honolulu,Y
470,http://www.auroraadvertiser.net,Tokyo,Y
471,http://www.auroraadvertiser.net,Tel Aviv,Y
472,http://www.auroraadvertiser.net,Hong Kong,Y
473,http://www.auroraadvertiser.net,Auckland,Y
474,http://www.auroraadvertiser.net,Buenos Aires,Y
475,http://www.auroraadvertiser.net,São Paulo,Y
476,http://www.auroraadvertiser.net,Singapore,Y
477,http://www.auroraadvertiser.net,Sydney,Y
478,http://www.auroraadvertiser.net,Jakarta,Y
479,http://www.auroraadvertiser.net,New Delhi,Y
480,http://www.auroraadvertiser.net,Seoul,Y
481,http://www.auroraadvertiser.net,Beijing,Y
482,http://www.auroraadvertiser.net,Frankfurt,N
483,http://www.auroraadvertiser.net,Berlin,N
484,http://www.auroraadvertiser.net,Dublin,N
485,http://www.auroraadvertiser.net,Göteborg,N
486,http://www.auroraadvertiser.net,Leipzig,N
487,http://www.auroraadvertiser.net,London,N
488,http://www.auroraadvertiser.net,Amsterdam,N
489,http://www.auroraadvertiser.net,Groningen,N
490,http://www.auroraadvertiser.net,Milan,N
491,http://www.auroraadvertiser.net,Haarlem,N
492,http://www.auroraadvertiser.net,Brussels,N
493,http://www.auroraadvertiser.net,Lelystad,N
494,http://www.auroraadvertiser.net,Eindhoven,N
495,http://www.auroraadvertiser.net,Paris,N
496,http://www.auroraadvertiser.net,Oslo,N
497,http://www.auroraadvertiser.net,Palermo,N
498,http://www.auroraadvertiser.net,Prague,N
499,http://www.auroraadvertiser.net,Lille,N
500,http://www.auroraadvertiser.net,Edinburgh,N
501,http://www.auroraadvertiser.net,Hamburg,N
502,http://www.auroraadvertiser.net,Rome,N
503,http://www.auroraadvertiser.net,Salzburg,N
504,https://www.autoweb.com,Los Angeles,Y
505,https://www.autoweb.com,Seattle,Y
506,https://www.autoweb.com,Vancouver,Y
507,https://www.autoweb.com,Honolulu,Y
508,https://www.autoweb.com,Tampa,Y
509,https://www.autoweb.com,New York,Y
510,https://www.autoweb.com,Guadalajara,Y
511,https://www.autoweb.com,Toronto,Y
512,https://www.autoweb.com,Tokyo,Y
513,https://www.autoweb.com,Auckland,Y
514,https://www.autoweb.com,London,Y
515,https://www.autoweb.com,Haarlem,Y
516,https://www.autoweb.com,Amsterdam,Y
517,https://www.autoweb.com,Groningen,Y
518,https://www.autoweb.com,Lelystad,Y
519,https://www.autoweb.com,Paris,Y
520,https://www.autoweb.com,Edinburgh,Y
521,https://www.autoweb.com,Frankfurt,Y
522,https://www.autoweb.com,Eindhoven,Y
523,https://www.autoweb.com,Brussels,Y
524,https://www.autoweb.com,Lille,Y
525,https://www.autoweb.com,Hong Kong,Y
526,https://www.autoweb.com,Dublin,Y
527,https://www.autoweb.com,Hamburg,Y
528,https://www.autoweb.com,Milan,Y
529,https://www.autoweb.com,Salzburg,Y
530,https://www.autoweb.com,Sydney,Y
531,https://www.autoweb.com,Prague,Y
532,https://www.autoweb.com,Berlin,Y
533,https://www.autoweb.com,Leipzig,Y
534,https://www.autoweb.com,Oslo,Y
535,https://www.autoweb.com,Singapore,Y
536,https://www.autoweb.com,Göteborg,Y
537,https://www.autoweb.com,Seoul,Y
538,https://www.autoweb.com,Jakarta,Y
539,https://www.autoweb.com,Palermo,Y
540,https://www.autoweb.com,São Paulo,Y
541,https://www.autoweb.com,Buenos Aires,Y
542,https://www.autoweb.com,Rome,Y
543,https://www.autoweb.com,Tel Aviv,Y
544,https://www.autoweb.com,New Delhi,Y
545,https://www.autoweb.com,Beijing,Y
546,https://www.averyjournal.com,Toronto,Y
547,https://www.averyjournal.com,New York,Y
548,https://www.averyjournal.com,Tampa,Y
549,https://www.averyjournal.com,Seattle,Y
550,https://www.averyjournal.com,Los Angeles,Y
551,https://www.averyjournal.com,Vancouver,Y
552,https://www.averyjournal.com,Milan,Y
553,https://www.averyjournal.com,Honolulu,Y
554,https://www.averyjournal.com,Palermo,Y
555,https://www.averyjournal.com,Guadalajara,Y
556,https://www.averyjournal.com,Hong Kong,Y
557,https://www.averyjournal.com,Jakarta,Y
558,https://www.averyjournal.com,São Paulo,Y
559,https://www.averyjournal.com,Seoul,Y
560,https://www.averyjournal.com,Tokyo,Y
561,https://www.averyjournal.com,Buenos Aires,Y
562,https://www.averyjournal.com,Singapore,Y
563,https://www.averyjournal.com,Tel Aviv,Y
564,https://www.averyjournal.com,Sydney,Y
565,https://www.averyjournal.com,Auckland,Y
566,https://www.averyjournal.com,New Delhi,Y
567,https://www.averyjournal.com,Beijing,Y
568,https://www.averyjournal.com,Amsterdam,N
569,https://www.averyjournal.com,Dublin,N
570,https://www.averyjournal.com,Frankfurt,N
571,https://www.averyjournal.com,Brussels,N
572,https://www.averyjournal.com,Edinburgh,N
573,https://www.averyjournal.com,Berlin,N
574,https://www.averyjournal.com,Groningen,N
575,https://www.averyjournal.com,Eindhoven,N
576,https://www.averyjournal.com,Göteborg,N
577,https://www.averyjournal.com,Leipzig,N
578,https://www.averyjournal.com,Lelystad,N
579,https://www.averyjournal.com,Hamburg,N
580,https://www.averyjournal.com,Lille,N
581,https://www.averyjournal.com,Haarlem,N
582,https://www.averyjournal.com,London,N
583,https://www.averyjournal.com,Oslo,N
584,https://www.averyjournal.com,Paris,N
585,https://www.averyjournal.com,Prague,N
586,https://www.averyjournal.com,Rome,N
587,https://www.averyjournal.com,Salzburg,N
